Date,Kind,Model,Max Mode,Input (w/ Cache Write),Input (w/o Cache Write),Cache Read,Output Tokens,Total Tokens,Cost
"2025-08-28T21:39:15.005Z","Usage-based","claude-4-sonnet","No","30841","4221","1045108","2301","1082471","0.48"
"2025-08-28T21:35:35.222Z","Usage-based","claude-4-sonnet","No","6246","4298","105507","1978","118029","0.10"
"2025-08-28T21:31:39.867Z","Usage-based","claude-4-sonnet","No","105507","4897","0","1352","111756","0.43"
"2025-08-27T01:55:01.845Z","Usage-based","claude-4-sonnet","No","105005","4305","1308240","4571","1422121","0.87"
"2025-08-27T01:51:08.586Z","Usage-based","claude-4-sonnet","No","78257","2563","1543447","3197","1627464","0.81"
"2025-08-27T01:45:17.714Z","Usage-based","claude-4-sonnet","No","18448","148","2085583","11095","2115274","0.86"
"2025-08-27T01:44:51.586Z","Usage-based","claude-4-sonnet","No","2331","139","63638","607","66715","0.04"
"2025-08-27T01:43:29.889Z","Usage-based","claude-4-sonnet","No","549","1723","63089","612","65973","0.04"
"2025-08-27T01:41:57.373Z","Usage-based","claude-4-sonnet","No","1260","120","61829","433","63642","0.03"
"2025-08-27T01:41:14.644Z","Usage-based","claude-4-sonnet","No","2462","605","59367","659","63093","0.04"
"2025-08-27T01:37:27.681Z","Usage-based","claude-4-sonnet","No","1051","1755","58316","711","61833","0.04"
"2025-08-27T01:34:04.341Z","Usage-based","claude-4-sonnet","No","0","462","58316","593","59371","0.03"
"2025-08-27T01:33:56.988Z","Errored, Not Charged","claude-4-sonnet","No","0","0","0","0","0","Included"
"2025-08-27T01:28:54.575Z","Usage-based","claude-4-sonnet","No","42793","348","14706","473","58320","0.17"
"2025-08-27T01:26:12.480Z","Usage-based","claude-4-sonnet","No","13442","331","1170837","4824","1189434","0.48"
"2025-08-27T01:23:33.656Z","Usage-based","claude-4-sonnet","No","31813","91907","492136","13654","629510","0.36"
"2025-08-27T01:20:45.655Z","Usage-based","claude-4-sonnet","No","8692","117","632093","659","641561","0.23"
"2025-08-27T01:20:09.211Z","Errored, Not Charged","claude-4-sonnet","No","3149","107","463171","307","466734","Included"
"2025-08-27T01:19:40.849Z","Usage-based","claude-4-sonnet","No","153749","118","0","538","154405","0.58"
"2025-08-27T01:07:16.950Z","Usage-based","claude-4-sonnet","No","2414","119","150830","382","153745","0.06"
"2025-08-27T01:01:24.904Z","Usage-based","claude-4-sonnet","No","5608","127","1344870","3121","1353726","0.47"
"2025-08-27T00:59:09.867Z","Usage-based","claude-4-sonnet","No","8214","106","717399","2347","728066","0.28"
"2025-08-27T00:56:31.097Z","Usage-based","claude-4-sonnet","No","12275","689","813463","7231","833658","0.40"
"2025-08-27T00:56:06.688Z","Errored, Not Charged","claude-4-sonnet","No","641","144","129489","807","131081","Included"
"2025-08-27T00:53:31.137Z","Usage-based","claude-4-sonnet","No","129489","1772","633742","3143","768146","0.73"
"2025-08-27T00:46:11.686Z","Usage-based","claude-4-sonnet","No","14190","131","1151223","6718","1172262","0.50"
"2025-08-27T00:41:45.650Z","Usage-based","claude-4-sonnet","No","11480","127","1058817","4805","1075229","0.43"
"2025-08-27T00:39:13.325Z","Usage-based","claude-4-sonnet","No","6961","180","786985","3915","798041","0.32"
"2025-08-27T00:35:30.588Z","Usage-based","claude-4-sonnet","No","6741","4547","645526","1243","658057","0.25"
"2025-08-27T00:34:41.303Z","Usage-based","claude-4-sonnet","No","1149","104","174311","467","176031","0.06"
"2025-08-27T00:30:58.978Z","Usage-based","claude-4-sonnet","No","17594","125","1937870","10161","1965750","0.80"
"2025-08-27T00:28:45.061Z","Usage-based","claude-4-sonnet","No","69121","168","600328","2120","671737","0.47"
"2025-08-27T00:06:16.997Z","Usage-based","claude-4-sonnet","No","63572","169","1191274","5942","1260957","0.69"
"2025-08-26T23:32:46.831Z","Usage-based","claude-4-sonnet","No","32961","115468","517450","11173","677052","0.38"
"2025-08-26T23:26:40.441Z","Errored, Not Charged","claude-4-sonnet","No","45618","1557","522311","26405","595891","Included"
"2025-08-26T23:26:32.081Z","Errored, Not Charged","claude-4-sonnet","No","0","0","0","0","0","Included"
"2025-08-26T23:25:46.801Z","Errored, Not Charged","claude-4-sonnet","No","0","0","0","0","0","Included"
"2025-08-26T23:22:17.554Z","Usage-based","claude-4-sonnet","No","8795","195","2267333","4186","2280509","0.78"
"2025-08-26T23:16:17.302Z","Usage-based","claude-4-sonnet","No","14737","1065","2927302","5678","2948782","1.02"
"2025-08-26T23:12:19.840Z","Usage-based","claude-4-sonnet","No","12707","439","2395356","6163","2414665","0.86"
"2025-08-26T23:11:42.954Z","Errored, Not Charged","claude-4-sonnet","No","143571","431","142812","358","287172","Included"
"2025-08-26T22:43:12.392Z","Usage-based","claude-4-sonnet","No","13622","1454","1354722","7744","1377542","0.58"
"2025-08-26T22:43:02.225Z","Errored, Not Charged","claude-4-sonnet","No","0","0","0","0","0","Included"
"2025-08-26T07:32:49.258Z","Usage-based","claude-4-sonnet","No","8979","342","1121332","5626","1136279","0.46"
"2025-08-26T07:32:14.524Z","Errored, Not Charged","claude-4-sonnet","No","0","0","0","0","0","Included"
"2025-08-26T07:31:32.055Z","Errored, Not Charged","claude-4-sonnet","No","116008","1577","114144","2128","233857","Included"
"2025-08-26T07:22:53.210Z","Usage-based","claude-4-sonnet","No","8480","130","2186740","4444","2199794","0.75"
"2025-08-26T07:20:56.626Z","Usage-based","claude-4-sonnet","No","90","268","105003","422","105783","0.04"
"2025-08-26T07:14:02.263Z","Usage-based","claude-4-sonnet","No","20158","29","2075599","12789","2108575","0.89"
"2025-08-26T07:12:24.462Z","Usage-based","claude-4-sonnet","No","4481","34","242239","3827","250581","0.15"
"2025-08-26T07:11:46.448Z","Usage-based","claude-4-sonnet","No","5641","54","152356","719","158770","0.08"
"2025-08-26T07:10:39.245Z","Errored, Not Charged","claude-4-sonnet","No","0","36","74534","104","74674","Included"
"2025-08-26T07:09:41.058Z","Usage-based","claude-4-sonnet","No","2358","355","291033","1648","295394","0.12"
"2025-08-26T07:04:12.204Z","Usage-based","claude-4-sonnet","No","72176","50","486963","4140","563329","0.48"
"2025-08-25T23:34:32.779Z","Included","auto","No","1695","0","277618","887","280200","Included"
"2025-08-25T23:28:54.188Z","Included","auto","No","7329","0","168975","7165","183469","Included"
"2025-08-25T23:27:32.565Z","Aborted, Not Charged","auto","No","0","0","0","0","0","Included"
"2025-08-24T01:41:56.389Z","Included","auto","No","16928","0","134646","7507","159081","Included"
"2025-08-24T01:29:09.434Z","Included","auto","No","20821","0","96424","6759","124004","Included"
"2025-08-24T00:57:13.530Z","Included","auto","No","34827","0","69348","11912","116087","Included"
"2025-08-24T00:55:55.574Z","Errored, Not Charged","auto","No","7175","0","3773","85","11033","Included"
"2025-08-21T23:38:20.802Z","Included","auto","No","12259","0","887656","4525","904440","Included"
"2025-08-21T23:34:14.076Z","Included","auto","No","594","0","57132","378","58104","Included"
"2025-08-21T23:32:13.370Z","Included","auto","No","646","0","56487","463","57596","Included"
"2025-08-21T23:30:10.364Z","Included","auto","No","12077","0","679062","3413","694552","Included"
"2025-08-21T23:29:34.801Z","Included","auto","No","595","0","43829","433","44857","Included"
"2025-08-21T23:27:34.176Z","Included","auto","No","7288","0","73630","698","81616","Included"
"2025-08-21T23:25:51.019Z","Included","auto","No","483","0","36061","449","36993","Included"
"2025-08-21T23:24:48.081Z","Included","auto","No","1492","0","69803","525","71820","Included"
"2025-08-21T23:22:04.315Z","Included","auto","No","3994","0","288787","1372","294153","Included"
"2025-08-21T23:20:51.312Z","Included","auto","No","8940","0","102575","776","112291","Included"
"2025-08-21T23:18:47.849Z","Included","auto","No","821","0","20830","605","22256","Included"
"2025-08-21T23:16:57.294Z","Included","auto","No","901","0","19930","560","21391","Included"
"2025-08-21T23:12:52.058Z","Included","auto","No","7108","0","62894","709","70711","Included"
"2025-08-21T23:10:21.677Z","Errored, Not Charged","auto","No","19775","0","178539","2002","200316","Included"
"2025-08-21T23:06:21.935Z","Included","auto","No","122","0","16134","225","16481","Included"
"2025-08-21T23:03:56.846Z","Included","auto","No","12362","511258","3773","6520","533913","Included"
"2025-08-21T22:58:24.398Z","Errored, Not Charged","claude-4-sonnet","No","0","0","0","0","0","Included"
"2025-08-21T22:58:10.112Z","Aborted, Not Charged","claude-4-sonnet","No","0","0","0","0","0","Included"
"2025-08-21T22:54:29.125Z","Errored, Not Charged","claude-4-sonnet","No","0","0","0","0","0","Included"
"2025-08-21T22:52:32.250Z","Errored, Not Charged","claude-4-sonnet","No","0","0","0","0","0","Included"
"2025-08-21T22:48:04.533Z","Usage-based","claude-4-sonnet","No","1452","106","650839","732","653129","0.21"
"2025-08-21T22:46:48.277Z","Usage-based","claude-4-sonnet","No","3896","113","797280","2149","803438","0.29"
"2025-08-21T22:46:10.298Z","Usage-based","claude-4-sonnet","No","551","103","157746","140","158540","0.05"
"2025-08-21T22:45:24.681Z","Usage-based","claude-4-sonnet","No","359","170","157387","378","158294","0.05"
"2025-08-21T22:42:01.277Z","Usage-based","claude-4-sonnet","No","7242","234","1540381","2369","1550226","0.53"
"2025-08-21T22:36:12.329Z","Usage-based","claude-4-sonnet","No","18994","108","5178704","8395","5206201","1.75"
"2025-08-21T22:33:52.899Z","Usage-based","claude-4-sonnet","No","133212","2859","1799791","4105","1939967","1.11"
"2025-08-21T22:08:19.759Z","Usage-based","claude-4-sonnet","No","327","110","120404","1117","121958","0.05"
"2025-08-21T22:07:09.946Z","Usage-based","claude-4-sonnet","No","120404","105","713747","1239","835495","0.68"
"2025-08-21T03:33:59.661Z","Usage-based","claude-4-sonnet","No","117431","136","1139659","2578","1259804","0.82"
"2025-08-21T03:26:44.479Z","Usage-based","claude-4-sonnet","No","5047","131","426905","4577","436660","0.22"
"2025-08-21T03:25:39.863Z","Usage-based","claude-4-sonnet","No","545","113","105070","368","106096","0.04"
"2025-08-21T03:23:42.336Z","Usage-based","claude-4-sonnet","No","5918","161","1016491","3003","1025573","0.37"
"2025-08-21T03:19:37.016Z","Usage-based","claude-4-sonnet","No","11896","1255","1785328","3954","1802433","0.64"
"2025-08-21T03:14:46.361Z","Usage-based","claude-4-sonnet","No","5250","137","585659","1950","592996","0.23"
"2025-08-21T03:13:25.841Z","Errored, Not Charged","claude-4-sonnet","No","5487","121","755364","2122","763094","Included"
"2025-08-21T03:11:44.961Z","Usage-based","claude-4-sonnet","No","297","130","81147","429","82003","0.03"
"2025-08-21T03:09:26.491Z","Usage-based","claude-4-sonnet","No","2818","105","398631","1104","402658","0.15"
"2025-08-21T03:01:56.641Z","Errored, Not Charged","claude-4-sonnet","No","63623","166","1534876","13090","1611755","Included"
"2025-08-21T03:00:01.995Z","Errored, Not Charged","claude-4-sonnet","No","2564","113","316240","435","319352","Included"
"2025-08-21T02:59:07.146Z","Usage-based","claude-4-sonnet","No","2191","1677","154849","480","159197","0.07"
"2025-08-21T02:54:19.782Z","Usage-based","claude-4-sonnet","No","485","1672","154364","516","157037","0.06"
"2025-08-21T02:53:48.010Z","Usage-based","claude-4-sonnet","No","534","111","153830","371","154846","0.05"
"2025-08-21T02:52:06.705Z","Usage-based","claude-4-sonnet","No","2150","152","762881","1720","766903","0.26"
"2025-08-21T02:50:11.918Z","Usage-based","claude-4-sonnet","No","20752","125","261856","526","283259","0.16"
"2025-08-21T02:49:16.867Z","Errored, Not Charged","claude-4-sonnet","No","130028","271","233408","865","364572","Included"
"2025-08-21T02:39:11.536Z","Errored, Not Charged","auto","No","2296","0","230144","1041","233481","Included"
"2025-08-21T02:36:32.248Z","Errored, Not Charged","auto","No","941","0","229481","1092","231514","Included"
"2025-08-21T02:34:08.478Z","Included","auto","No","7908","0","950721","1286","959915","Included"
"2025-08-21T02:29:12.234Z","Included","auto","No","14948","0","1443004","2855","1460807","Included"
"2025-08-21T02:25:02.405Z","Included","auto","No","2672","0","236550","1135","240357","Included"
"2025-08-21T02:22:25.258Z","Included","auto","No","2370","25502","170154","1410","199436","Included"
"2025-08-21T02:22:01.369Z","Included","auto","No","14353","0","41489","122","55964","Included"
"2025-08-21T02:12:18.126Z","Included","auto","No","57598","0","2293831","10568","2361997","Included"
"2025-08-21T02:10:51.584Z","Included","auto","No","5674","0","100108","418","106200","Included"
"2025-08-21T02:09:58.645Z","Errored, Not Charged","auto","No","3562","0","492765","691","497018","Included"
"2025-08-21T02:08:44.024Z","Included","auto","No","1322","0","95703","708","97733","Included"
"2025-08-21T02:06:35.809Z","Included","auto","No","901","0","191391","746","193038","Included"
"2025-08-21T02:04:15.037Z","Errored, Not Charged","auto","No","20237","0","992180","3093","1015510","Included"
"2025-08-21T02:01:53.710Z","Included","auto","No","13958","0","902931","5179","922068","Included"
"2025-08-21T02:00:27.492Z","Included","auto","No","5706","0","183639","1158","190503","Included"
"2025-08-21T01:58:23.338Z","Included","auto","No","529","0","89006","316","89851","Included"
"2025-08-21T01:58:07.273Z","Included","auto","No","1891","0","87116","436","89443","Included"
"2025-08-21T01:56:33.994Z","Included","auto","No","3939","0","435530","1115","440584","Included"
"2025-08-21T01:55:51.380Z","Errored, Not Charged","auto","No","1012","0","251496","1378","253886","Included"
"2025-08-21T01:55:36.818Z","Errored, Not Charged","auto","No","0","0","0","0","0","Included"
"2025-08-21T01:50:03.000Z","Included","auto","No","5222","0","482803","3321","491346","Included"
"2025-08-21T01:46:29.864Z","Included","auto","No","11379","0","927948","4115","943442","Included"
"2025-08-21T01:45:50.567Z","Included","auto","No","12624","0","53519","894","67037","Included"
"2025-08-21T01:29:29.077Z","Included","auto","No","14951","78238","1632769","21098","1747056","Included"
"2025-08-21T01:28:02.697Z","Included","auto","No","12795","0","187881","2701","203377","Included"
"2025-08-21T01:27:07.974Z","Included","auto","No","2662","0","87353","2211","92226","Included"
"2025-08-21T01:25:24.372Z","Included","auto","No","449","0","86905","2642","89996","Included"
"2025-08-21T01:22:39.446Z","Included","auto","No","13566","0","148276","5937","167779","Included"
"2025-08-21T01:19:56.347Z","Included","auto","No","1685","0","71657","1581","74923","Included"
"2025-08-21T01:17:43.526Z","Included","auto","No","67889","0","3769","1664","73322","Included"
"2025-08-21T01:16:29.507Z","Included","auto","No","2505","0","68471","661","71637","Included"
"2025-08-21T01:15:35.808Z","Included","auto","No","8722","0","187343","2594","198659","Included"
"2025-08-21T01:14:46.352Z","Included","auto","No","5186","0","223869","2686","231741","Included"
"2025-08-21T01:13:40.492Z","Errored, Not Charged","auto","No","0","0","0","0","0","Included"
"2025-08-21T01:11:37.676Z","Included","auto","No","5685","0","351870","1464","359019","Included"
"2025-08-21T01:08:26.487Z","Included","auto","No","1262","0","46558","1277","49097","Included"
"2025-08-21T01:05:05.090Z","Included","auto","No","884","0","45675","1035","47594","Included"
"2025-08-21T00:51:52.905Z","Included","auto","No","14413","0","31263","446","46122","Included"
"2025-08-21T00:42:47.107Z","Included","auto","No","35158","106716","624044","16919","782837","Included"
"2025-08-21T00:40:12.332Z","Included","auto","No","9547","0","1321017","3154","1333718","Included"
"2025-08-21T00:39:38.865Z","Included","auto","No","4445","0","408734","1079","414258","Included"
"2025-08-21T00:38:44.892Z","Included","auto","No","1580","0","299084","897","301561","Included"
"2025-08-21T00:36:24.241Z","Included","auto","No","687","0","98319","681","99687","Included"
"2025-08-21T00:33:40.621Z","Included","auto","No","736","0","97584","459","98779","Included"
"2025-08-21T00:29:44.621Z","Included","auto","No","665","0","96920","594","98179","Included"
"2025-08-21T00:27:48.513Z","Included","auto","No","1718","0","95203","570","97491","Included"
"2025-08-21T00:21:55.226Z","Included","auto","No","444","0","94760","679","95883","Included"
"2025-08-21T00:20:39.221Z","Included","auto","No","570","0","94191","415","95176","Included"
"2025-08-21T00:18:34.688Z","Included","auto","No","7431","0","626345","909","634685","Included"
"2025-08-21T00:17:35.021Z","Included","auto","No","82995","0","3773","586","87354","Included"
"2025-08-20T02:00:31.494Z","Included","auto","No","83260","0","3072","417","86749","Included"
"2025-08-20T01:39:59.874Z","Included","auto","No","417","0","85147","465","86029","Included"
"2025-08-20T01:38:16.831Z","Included","auto","No","493","0","84655","392","85540","Included"
"2025-08-20T01:36:51.315Z","Included","auto","No","565","0","84091","453","85109","Included"
"2025-08-20T01:32:24.136Z","Included","auto","No","80323","0","3769","539","84631","Included"
"2025-08-20T01:01:42.807Z","Included","auto","No","355","0","83341","372","84068","Included"
"2025-08-20T01:00:53.200Z","Included","auto","No","380","0","82962","331","83673","Included"
"2025-08-20T00:58:27.643Z","Included","auto","No","63","0","82900","352","83315","Included"
"2025-08-20T00:58:05.825Z","Included","auto","No","449","0","82452","39","82940","Included"
"2025-08-20T00:32:33.438Z","Included","auto","No","260","0","82193","429","82882","Included"
"2025-08-20T00:30:46.150Z","Included","auto","No","448","0","81746","201","82395","Included"
"2025-08-20T00:30:12.321Z","Included","auto","No","77978","0","3769","432","82179","Included"
"2025-08-20T00:28:38.146Z","Included","auto","No","631","0","80562","530","81723","Included"
"2025-08-20T00:23:15.367Z","Included","auto","No","539","0","80024","468","81031","Included"
"2025-08-20T00:22:07.373Z","Included","auto","No","558","0","79467","455","80480","Included"
"2025-08-20T00:08:35.364Z","Included","auto","No","607","0","78861","470","79938","Included"
"2025-08-20T00:06:40.263Z","Included","auto","No","590","0","78272","527","79389","Included"
"2025-08-20T00:05:56.173Z","Included","auto","No","534","0","77739","506","78779","Included"
"2025-08-20T00:02:48.567Z","Included","auto","No","1867","0","75873","448","78188","Included"
"2025-08-19T23:48:14.249Z","Included","auto","No","514","0","75360","502","76376","Included"
"2025-08-19T23:47:07.157Z","Included","auto","No","535","0","74826","441","75802","Included"
"2025-08-19T23:44:46.615Z","Included","auto","No","569","0","74258","452","75279","Included"
"2025-08-19T23:43:49.430Z","Included","auto","No","2996","0","71263","492","74751","Included"
"2025-08-19T23:42:04.640Z","Included","auto","No","1952","0","142018","1045","145015","Included"
"2025-08-19T23:41:12.659Z","Included","auto","No","3240","0","67525","422","71187","Included"
"2025-08-19T23:39:42.669Z","Included","auto","No","2433","0","134527","1237","138197","Included"
"2025-08-19T23:39:15.521Z","Included","auto","No","733","0","66279","433","67445","Included"
"2025-08-19T23:37:48.810Z","Included","auto","No","1582","0","64698","650","66930","Included"
"2025-08-19T23:36:29.352Z","Included","auto","No","11095","0","53604","624","65323","Included"
"2025-08-19T23:29:40.408Z","Included","auto","No","11290","0","596522","2997","610809","Included"
"2025-08-19T23:28:42.255Z","Included","auto","No","49182","0","3770","573","53525","Included"
"2025-08-19T02:13:20.751Z","Errored, Not Charged","auto","No","4083","0","142190","564","146837","Included"
"2025-08-19T02:10:25.176Z","Included","auto","No","18704","0","421515","3952","444171","Included"
"2025-08-19T02:07:14.993Z","Included","auto","No","16356","107657","9899","10784","144696","Included"
"2025-08-19T02:05:47.748Z","Included","auto","No","3566","0","106100","490","110156","Included"
"2025-08-19T02:05:14.027Z","Included","auto","No","3128","0","102973","467","106568","Included"
"2025-08-19T02:02:40.000Z","Errored, Not Charged","auto","No","4388","0","101725","0","106113","Included"
"2025-08-19T01:59:36.169Z","Included","auto","No","6076","0","686737","1969","694782","Included"
"2025-08-19T01:59:23.177Z","Errored, Not Charged","auto","No","0","0","0","0","0","Included"
"2025-08-19T01:56:01.154Z","Included","auto","No","7318","0","355933","1856","365107","Included"
"2025-08-19T01:50:48.194Z","Included","auto","No","19480","0","1276445","6819","1302744","Included"
"2025-08-19T01:50:04.698Z","Included","auto","No","3788","0","61812","605","66205","Included"
"2025-08-19T01:49:21.228Z","Included","auto","No","3515","0","58298","650","62463","Included"
"2025-08-19T01:48:11.038Z","Included","auto","No","4328","0","53971","378","58677","Included"
"2025-08-19T01:46:15.318Z","Included","auto","No","6481","0","99160","2089","107730","Included"
"2025-08-19T01:45:08.332Z","Included","auto","No","8637","0","220951","1195","230783","Included"
"2025-08-19T01:43:28.446Z","Included","auto","No","5230","0","113874","1459","120563","Included"
"2025-08-19T01:42:03.510Z","Included","auto","No","379","0","70323","180","70882","Included"
"2025-08-19T01:40:09.822Z","Included","auto","No","5600","0","97994","1064","104658","Included"
"2025-08-19T01:39:04.878Z","Included","auto","No","4694","0","160067","500","165261","Included"
"2025-08-19T01:36:06.511Z","Included","auto","No","18788","125512","56947","11709","212956","Included"
"2025-08-19T01:34:31.883Z","Included","auto","No","6455","0","191920","346","198721","Included"
"2025-08-19T01:32:58.889Z","Included","auto","No","6709","0","178398","646","185753","Included"
"2025-08-19T01:31:05.171Z","Included","auto","No","8673","0","996296","1165","1006134","Included"
"2025-08-19T01:28:55.839Z","Included","auto","No","11436","0","368371","1779","381586","Included"
"2025-08-19T01:27:55.240Z","Included","auto","No","12427","0","573661","1316","587404","Included"
"2025-08-19T01:27:36.462Z","Included","auto","No","6289","0","67944","399","74632","Included"
"2025-08-19T01:25:32.062Z","Included","auto","No","6553","0","61392","376","68321","Included"
"2025-08-19T01:23:55.939Z","Included","auto","No","6617","0","54776","524","61917","Included"
"2025-08-19T01:23:36.548Z","Included","auto","No","6608","0","48169","586","55363","Included"
"2025-08-19T01:23:11.754Z","Included","auto","No","6683","0","41487","581","48751","Included"
"2025-08-19T01:21:24.993Z","Included","auto","No","13214","0","28274","656","42144","Included"
"2025-08-19T01:19:12.177Z","Included","auto","No","27476","100236","262170","10253","400135","Included"
"2025-08-19T01:16:00.020Z","Included","auto","No","0","132411","128512","1124","262047","Included"
"2025-08-19T01:13:57.029Z","Included","auto","No","0","118383","364416","3158","485957","Included"
"2025-08-19T01:12:51.125Z","Included","auto","No","16627","0","1402022","1310","1419959","Included"
"2025-08-19T01:07:46.921Z","Included","auto","No","18123","0","913392","2480","933995","Included"
"2025-08-19T01:02:46.491Z","Included","auto","No","14121","0","794766","3907","812794","Included"
"2025-08-19T01:00:22.030Z","Included","auto","No","5940","0","251412","908","258260","Included"
"2025-08-19T00:56:33.586Z","Included","auto","No","76855","0","1342006","6274","1425135","Included"
"2025-08-19T00:53:46.481Z","Included","auto","No","5522","0","102899","1846","110267","Included"
"2025-08-19T00:50:10.304Z","Included","auto","No","8735","0","381912","2873","393520","Included"
"2025-08-19T00:46:20.830Z","Included","auto","No","16269","90082","53914","7300","167565","Included"
"2025-08-19T00:43:57.852Z","Included","auto","No","9227","0","1190303","3446","1202976","Included"
"2025-08-19T00:40:57.516Z","Included","auto","No","2407","0","719705","750","722862","Included"
"2025-08-19T00:40:13.475Z","Errored, Not Charged","auto","No","14286","0","284127","1201","299614","Included"
"2025-08-19T00:37:42.702Z","Included","auto","No","13465","0","2012803","4675","2030943","Included"
"2025-08-19T00:34:43.676Z","Included","auto","No","2710","0","333065","1568","337343","Included"
"2025-08-19T00:30:09.689Z","Included","auto","No","9408","0","1085601","4040","1099049","Included"
"2025-08-19T00:27:18.028Z","Included","auto","No","7741","0","831354","3146","842241","Included"
"2025-08-19T00:23:11.357Z","Included","auto","No","4662","0","439252","2623","446537","Included"
"2025-08-19T00:21:11.264Z","Included","auto","No","635","0","59810","457","60902","Included"
"2025-08-19T00:17:32.102Z","Included","auto","No","9577","0","880686","3795","894058","Included"
"2025-08-19T00:13:56.767Z","Included","auto","No","5812","0","328410","2813","337035","Included"
"2025-08-19T00:10:36.216Z","Included","auto","No","30466","0","796864","5329","832659","Included"
"2025-08-18T23:58:05.964Z","Included","auto","No","11699","123959","32546","8380","176584","Included"
"2025-08-18T23:23:23.319Z","Usage-based","claude-4-sonnet","No","2056","126","607874","686","610742","0.20"
"2025-08-18T23:22:24.228Z","Usage-based","claude-4-sonnet","No","150895","276","0","776","151947","0.58"
"2025-08-15T07:41:02.260Z","Usage-based","claude-4-sonnet","No","135745","2965","458999","1465","599174","0.68"
"2025-08-15T07:38:40.369Z","Errored, Not Charged","claude-4-sonnet","No","2691","355","604164","1202","608412","Included"
"2025-08-15T07:36:49.208Z","Usage-based","claude-4-sonnet","No","4919","862","1031811","2459","1040051","0.37"
"2025-08-15T07:34:24.167Z","Usage-based","claude-4-sonnet","No","8814","186","1411147","2898","1423045","0.50"
"2025-08-15T07:33:46.817Z","Errored, Not Charged","claude-4-sonnet","No","2121","161","134162","168","136612","Included"
"2025-08-15T07:30:44.593Z","Usage-based","claude-4-sonnet","No","4873","155","1329985","2452","1337465","0.45"
"2025-08-15T07:23:35.661Z","Usage-based","claude-4-sonnet","No","130853","369","2275645","4060","2410927","1.24"
"2025-08-15T07:16:12.512Z","Usage-based","claude-4-sonnet","No","16928","276","1376880","2962","1397046","0.52"
"2025-08-15T07:11:48.743Z","Usage-based","claude-4-sonnet","No","5055","301","1041859","2295","1049510","0.37"
"2025-08-15T07:09:30.611Z","Usage-based","claude-4-sonnet","No","2730","119","454871","994","458714","0.16"
"2025-08-15T07:07:23.812Z","Usage-based","claude-4-sonnet","No","74754","1740","179813","1546","257853","0.36"
"2025-08-15T07:04:37.474Z","Errored, Not Charged","claude-4-sonnet","No","7705","428","293887","526","302546","Included"
"2025-08-15T06:58:32.345Z","Usage-based","claude-4-sonnet","No","16187","351","1050416","10793","1077747","0.54"
"2025-08-15T06:57:47.628Z","Errored, Not Charged","claude-4-sonnet","No","377","174","78918","267","79736","Included"
"2025-08-15T06:56:05.534Z","Usage-based","claude-4-sonnet","No","8051","182","447270","3307","458810","0.21"
"2025-08-15T06:54:50.067Z","Usage-based","claude-4-sonnet","No","56163","1087","153045","1656","211951","0.28"
"2025-08-15T06:51:27.773Z","Usage-based","claude-4-sonnet","No","18086","204","1348693","6388","1373371","0.57"
"2025-08-15T06:49:36.331Z","Usage-based","claude-4-sonnet","No","34893","3324","204252","1549","244018","0.23"
"2025-08-15T06:45:35.241Z","Usage-based","claude-4-sonnet","No","42626","118459","432287","8598","601970","0.38"
"2025-08-15T06:29:53.660Z","Usage-based","claude-4-sonnet","No","12954","276","2196540","4452","2214222","0.78"
"2025-08-15T06:24:51.359Z","Usage-based","claude-4-sonnet","No","146244","1875","807796","3146","959061","0.84"
"2025-08-15T06:20:10.153Z","Usage-based","claude-4-sonnet","No","19920","256","2443981","5624","2469781","0.89"
"2025-08-15T06:16:21.890Z","Usage-based","claude-4-sonnet","No","5203","230","661823","1085","668341","0.24"
"2025-08-15T06:14:10.744Z","Usage-based","claude-4-sonnet","No","116759","514","788724","1744","907741","0.70"
"2025-08-15T06:08:54.316Z","Usage-based","claude-4-sonnet","No","11579","325","2386824","4868","2403596","0.83"
"2025-08-15T06:07:32.230Z","Usage-based","claude-4-sonnet","No","99323","409","802099","1729","903560","0.64"
"2025-08-15T05:59:18.247Z","Usage-based","claude-4-sonnet","No","35568","777","2335473","13791","2385609","1.04"
"2025-08-15T05:56:33.679Z","Errored, Not Charged","claude-4-sonnet","No","5376","339","199995","633","206343","Included"
"2025-08-15T05:53:13.792Z","Errored, Not Charged","claude-4-sonnet","No","28277","700","2388907","8244","2426128","Included"
"2025-08-15T05:50:02.034Z","Usage-based","claude-4-sonnet","No","4481","513","341590","2175","348759","0.15"
"2025-08-15T05:47:03.129Z","Usage-based","claude-4-sonnet","No","11018","322","111802","735","123877","0.09"
"2025-08-15T05:45:34.485Z","Usage-based","claude-4-sonnet","No","501","123","55195","283","56102","0.02"
"2025-08-15T05:43:26.683Z","Usage-based","claude-4-sonnet","No","55195","3308","407953","3243","469699","0.39"
"2025-08-15T05:36:13.642Z","Usage-based","claude-4-sonnet","No","19452","490","476336","4192","500470","0.28"
"2025-08-15T05:32:14.395Z","Usage-based","claude-4-sonnet","No","7808","14","52969","1333","62124","0.07"
"2025-08-15T05:31:17.797Z","Errored, Not Charged","claude-4-sonnet","No","0","0","0","0","0","Included"
"2025-08-15T05:29:22.545Z","Errored, Not Charged","claude-4-sonnet","No","0","0","0","0","0","Included"
"2025-08-15T05:25:54.743Z","Usage-based","claude-4-sonnet","No","162927","349","1745698","2117","1911091","1.17"
